Sales Person,Geography,Product,Date,Sales,Boxes
Wilone O'Kielt,USA ,Drinking Coco,6/9/2023,"$5,533 ",47
Barr Faughny,UK   ,Raspberry Choco,6/9/2023,"$5,013 ",728
Curtice Advani,Australia,Manuka Honey Choco,6/9/2023,"$18,146 ",107
Kelci Walkden,Australia ,After Nines,6/9/2023,"$4,934 ",670
Beverie Moffet,Australia   ,Mint Chip Choco,6/9/2023,"$4,372 ",135
Marney O'Breen,Australia ,Eclairs,6/9/2023,"$11,295 ",283
Kaine Padly,New Zealand ,Caramel Stuffed Bars,6/9/2023,$304 ,370
Gunar Cockshoot,Canada   ,Organic Choco Syrup,6/9/2023,"$13,617 ",1029
Mallorie Waber,New Zealand  ,Manuka Honey Choco,6/9/2023,$533 ,61
Dotty Strutley,New Zealand,Drinking Coco,6/9/2023,"$5,339 ",426
Van Tuxwell,New Zealand ,Almond Choco,6/9/2023,"$1,634 ",136
Ches Bonnell,India,Peanut Butter Cubes,6/9/2023,"$9,423 ",16
Karlen McCaffrey,USA ,Mint Chip Choco,6/9/2023,"$9,934 ",98
Dennison Crosswaite,USA ,99% Dark & Pure,6/9/2023,"$1,510 ",753
Kaine Padly,India  ,Drinking Coco,6/9/2023,"$5,117 ",23
Rafaelita Blaksland,New Zealand  ,Mint Chip Choco,6/9/2023,"$5,184 ",54
Madelene Upcott,Canada   ,99% Dark & Pure,6/9/2023,"$8,687 ",141
Dennison Crosswaite,Australia ,Spicy Special Slims,6/9/2023,"$2,702 ",249
Kaine Padly,India  ,Organic Choco Syrup,6/9/2023,"$11,907 ",372
Gigi Bohling,Canada   ,Mint Chip Choco,6/9/2023,"$3,632 ",642
Madelene Upcott,Canada   ,Fruit & Nut Bars,6/9/2023,"$8,903 ",1229
Barr Faughny,USA,Baker's Choco Chips,6/9/2023,"$3,355 ",160
Camilla Castle,USA ,Spicy Special Slims,6/9/2023,$972 ,308
Brien Boise,Canada   ,Almond Choco,6/9/2023,"$5,362 ",157
Marney O'Breen,India   ,Manuka Honey Choco,6/9/2023,"$1,717 ",273
Madelene Upcott,India ,50% Dark Bites,6/9/2023,"$4,239 ",1970
Kaine Padly,UK   ,Spicy Special Slims,6/9/2023,"$8,087 ",664
Madelene Upcott,UK,Orange Choco,6/9/2023,"$13,174 ",239
Jan Morforth,UK  ,85% Dark Bars,6/9/2023,$988 ,239
Dotty Strutley,Canada   ,Choco Coated Almonds,6/9/2023,"$6,588 ",574
Gunar Cockshoot,New Zealand ,Choco Coated Almonds,6/9/2023,"$4,169 ",778
Van Tuxwell,Canada   ,Manuka Honey Choco,6/9/2023,"$14,105 ",61
Barr Faughny,UK   ,Milk Bars,6/9/2023,"$2,653 ",4
Karlen McCaffrey,UK ,99% Dark & Pure,6/9/2023,"$2,536 ",314
Marney O'Breen,New Zealand,Raspberry Choco,6/9/2023,"$3,663 ",555
Wilone O'Kielt,Canada   ,After Nines,7/9/2023,"$8,717 ",70
Mallorie Waber,New Zealand  ,Spicy Special Slims,7/9/2023,"$10,706 ",252
Curtice Advani,Australia,Caramel Stuffed Bars,7/9/2023,"$2,129 ",275
Jehu Rudeforth,USA   ,Eclairs,7/9/2023,"$3,548 ",72
Karlen McCaffrey,India   ,85% Dark Bars,7/9/2023,"$7,200 ",298
Gunar Cockshoot,Canada,After Nines,7/9/2023,"$9,623 ",122
Rafaelita Blaksland,New Zealand  ,Drinking Coco,7/9/2023,"$6,606 ",465
Van Tuxwell,India,Baker's Choco Chips,7/9/2023,"$3,643 ",264
Mallorie Waber,India ,Manuka Honey Choco,7/9/2023,"$8,593 ",214
Gunar Cockshoot,India,Manuka Honey Choco,7/9/2023,"$8,910 ",67
Van Tuxwell,India   ,Raspberry Choco,7/9/2023,"$7,679 ",1295
Kaine Padly,India  ,Smooth Silky Salty,7/9/2023,"$1,742 ",287
Wilone O'Kielt,India,99% Dark & Pure,7/9/2023,"$13,786 ",52
Jan Morforth,India  ,99% Dark & Pure,7/9/2023,"$12,346 ",764
Curtice Advani,USA  ,Milk Bars,7/9/2023,"$3,103 ",24
Oby Sorrel,Canada  ,Fruit & Nut Bars,7/9/2023,"$3,263 ",448
Rafaelita Blaksland,India ,70% Dark Bites,7/9/2023,"$3,049 ",189
Curtice Advani,New Zealand ,Mint Chip Choco,7/9/2023,"$4,554 ",82
Jan Morforth,USA ,Almond Choco,7/9/2023,"$10,319 ",466
Dennison Crosswaite,India   ,Caramel Stuffed Bars,7/9/2023,"$12,593 ",415
Ches Bonnell,UK,99% Dark & Pure,7/9/2023,"$7,216 ",261
Jan Morforth,USA,Spicy Special Slims,7/9/2023,"$4,032 ",486
Curtice Advani,India  ,Smooth Silky Salty,7/9/2023,"$6,822 ",900
Wilone O'Kielt,New Zealand   ,Drinking Coco,7/9/2023,"$4,655 ",530
Beverie Moffet,Australia   ,99% Dark & Pure,7/9/2023,"$5,112 ",49
Wilone O'Kielt,New Zealand ,Spicy Special Slims,7/9/2023,"$11,403 ",23
Andria Kimpton,Australia  ,Smooth Silky Salty,7/9/2023,"$5,571 ",467
Kelci Walkden,Australia ,50% Dark Bites,7/9/2023,$977 ,2
Marney O'Breen,New Zealand ,Organic Choco Syrup,7/9/2023,"$10,375 ",450
Kelci Walkden,USA   ,White Choc,8/9/2023,"$6,251 ",76
Kaine Padly,New Zealand   ,Baker's Choco Chips,8/9/2023,"$4,759 ",343
Camilla Castle,UK   ,Choco Coated Almonds,8/9/2023,"$7,439 ",82
Dotty Strutley,UK ,Baker's Choco Chips,8/9/2023,"$9,036 ",287
Curtice Advani,UK  ,Raspberry Choco,8/9/2023,$574 ,732
Mallorie Waber,India   ,Milk Bars,8/9/2023,$277 ,527
Barr Faughny,USA ,Almond Choco,8/9/2023,"$9,459 ",319
Wilone O'Kielt,Canada ,Caramel Stuffed Bars,8/9/2023,"$3,643 ",176
Barr Faughny,India   ,Manuka Honey Choco,8/9/2023,"$11,714 ",79
Andria Kimpton,Australia ,99% Dark & Pure,8/9/2023,"$8,312 ",181
Van Tuxwell,Canada,85% Dark Bars,8/9/2023,"$8,417 ",94
Curtice Advani,USA ,White Choc,8/9/2023,"$6,307 ",582
Van Tuxwell,Canada,Drinking Coco,8/9/2023,"$5,855 ",156
Ches Bonnell,India  ,Peanut Butter Cubes,8/9/2023,"$3,458 ",360
Beverie Moffet,New Zealand   ,Caramel Stuffed Bars,8/9/2023,"$14,904 ",1017
Barr Faughny,UK   ,85% Dark Bars,8/9/2023,"$7,225 ",212
Dotty Strutley,Canada,Drinking Coco,8/9/2023,"$4,536 ",65
Andria Kimpton,Australia  ,Organic Choco Syrup,8/9/2023,$275 ,457
Jehu Rudeforth,USA  ,Milk Bars,11/9/2023,"$2,117 ",134
Mallorie Waber,USA ,Organic Choco Syrup,11/9/2023,"$7,481 ",23
Mallorie Waber,New Zealand  ,After Nines,11/9/2023,"$8,217 ",831
Van Tuxwell,New Zealand ,White Choc,11/9/2023,"$4,169 ",229
Mallorie Waber,New Zealand ,Milk Bars,11/9/2023,"$6,298 ",35
Curtice Advani,Canada  ,Baker's Choco Chips,11/9/2023,"$6,246 ",5
Madelene Upcott,New Zealand ,Raspberry Choco,11/9/2023,"$1,735 ",629
Madelene Upcott,Canada ,Caramel Stuffed Bars,11/9/2023,"$9,468 ",675
Gunar Cockshoot,India  ,Organic Choco Syrup,11/9/2023,"$10,832 ",335
Madelene Upcott,India   ,Orange Choco,11/9/2023,"$7,029 ",499
Beverie Moffet,New Zealand ,Spicy Special Slims,11/9/2023,"$3,710 ",332
Van Tuxwell,UK ,Smooth Silky Salty,11/9/2023,"$4,590 ",121
Brien Boise,New Zealand,Peanut Butter Cubes,11/9/2023,"$4,588 ",614
Ches Bonnell,USA,Raspberry Choco,11/9/2023,$137 ,1531
Barr Faughny,India   ,50% Dark Bites,11/9/2023,$428 ,75
Gunar Cockshoot,Australia  ,Organic Choco Syrup,11/9/2023,"$6,374 ",368
Brien Boise,UK ,Spicy Special Slims,11/9/2023,"$14,357 ",80
Brien Boise,India,Organic Choco Syrup,11/9/2023,"$10,982 ",8
Roddy Speechley,New Zealand  ,Almond Choco,12/9/2023,"$3,989 ",159
Mallorie Waber,New Zealand ,Fruit & Nut Bars,12/9/2023,"$6,487 ",442
Husein Augar,UK   ,99% Dark & Pure,12/9/2023,"$6,037 ",562
Andria Kimpton,UK ,70% Dark Bites,12/9/2023,"$1,762 ",262
Van Tuxwell,USA  ,White Choc,12/9/2023,$45 ,377
Jehu Rudeforth,New Zealand ,Organic Choco Syrup,12/9/2023,"$15,935 ",624
Wilone O'Kielt,India   ,Baker's Choco Chips,12/9/2023,"$7,742 ",520
Kaine Padly,India ,Smooth Silky Salty,12/9/2023,"$11,133 ",24
Brien Boise,Canada ,Almond Choco,12/9/2023,"$3,283 ",1374
Kelci Walkden,India   ,Organic Choco Syrup,12/9/2023,"$7,504 ",406
Mallorie Waber,India   ,White Choc,12/9/2023,"$5,164 ",406
Mallorie Waber,India   ,Smooth Silky Salty,12/9/2023,"$2,232 ",64
Jehu Rudeforth,Canada,Eclairs,12/9/2023,"$5,243 ",1170
Karlen McCaffrey,India,After Nines,12/9/2023,"$1,535 ",27
Wilone O'Kielt,Australia,Organic Choco Syrup,12/9/2023,$2 ,598
Marney O'Breen,New Zealand  ,Peanut Butter Cubes,12/9/2023,"$5,155 ",757
Rafaelita Blaksland,USA  ,Smooth Silky Salty,12/9/2023,"$5,996 ",0
Dotty Strutley,New Zealand,Milk Bars,13/9/2023,"$2,491 ",118
Jehu Rudeforth,UK,Smooth Silky Salty,13/9/2023,"$6,134 ",253
Dennison Crosswaite,Australia  ,Peanut Butter Cubes,13/9/2023,"$9,410 ",1080
Husein Augar,UK ,Milk Bars,13/9/2023,"$6,662 ",166
Van Tuxwell,USA,Mint Chip Choco,13/9/2023,$689 ,441
Madelene Upcott,India  ,Manuka Honey Choco,13/9/2023,"$10,179 ",361
Barr Faughny,Canada   ,Choco Coated Almonds,13/9/2023,"$1,512 ",282
Gunar Cockshoot,India   ,Drinking Coco,13/9/2023,"$5,510 ",475
Camilla Castle,India   ,Baker's Choco Chips,13/9/2023,"$4,079 ",510
Dennison Crosswaite,UK  ,Choco Coated Almonds,13/9/2023,"$4,329 ",375
Wilone O'Kielt,USA   ,Caramel Stuffed Bars,13/9/2023,$385 ,55
Barr Faughny,USA  ,Almond Choco,13/9/2023,"$2,828 ",772
Beverie Moffet,Canada ,Raspberry Choco,13/9/2023,$610 ,644
Wilone O'Kielt,USA  ,70% Dark Bites,13/9/2023,"$3,542 ",628
Gunar Cockshoot,UK  ,Milk Bars,13/9/2023,"$3,494 ",179
Dennison Crosswaite,USA ,Fruit & Nut Bars,13/9/2023,"$14,378 ",215
Dennison Crosswaite,Canada,Drinking Coco,13/9/2023,"$4,867 ",307
Husein Augar,UK  ,85% Dark Bars,13/9/2023,"$2,700 ",175
Rafaelita Blaksland,Canada,Eclairs,13/9/2023,$592 ,90
Van Tuxwell,Australia   ,Caramel Stuffed Bars,14/9/2023,"$10,670 ",475
Van Tuxwell,UK ,70% Dark Bites,14/9/2023,"$6,872 ",209
Karlen McCaffrey,Canada  ,Baker's Choco Chips,14/9/2023,"$8,075 ",329
Kaine Padly,Australia  ,Drinking Coco,14/9/2023,"$1,962 ",1066
Husein Augar,Australia,70% Dark Bites,14/9/2023,"$1,994 ",410
Mallorie Waber,UK   ,Peanut Butter Cubes,14/9/2023,"$6,775 ",414
Van Tuxwell,USA ,Organic Choco Syrup,14/9/2023,"$6,665 ",157
Ches Bonnell,New Zealand ,85% Dark Bars,14/9/2023,$398 ,108
Kaine Padly,USA ,85% Dark Bars,14/9/2023,"$6,100 ",288
Dotty Strutley,USA ,Mint Chip Choco,14/9/2023,"$4,570 ",72
Roddy Speechley,New Zealand  ,White Choc,14/9/2023,"$6,509 ",524
Rafaelita Blaksland,Canada ,Fruit & Nut Bars,14/9/2023,"$4,367 ",549
Dotty Strutley,Canada  ,Orange Choco,14/9/2023,"$8,683 ",155
Andria Kimpton,USA  ,50% Dark Bites,14/9/2023,"$5,398 ",255
Van Tuxwell,UK   ,Mint Chip Choco,14/9/2023,$817 ,658
Dotty Strutley,UK  ,50% Dark Bites,14/9/2023,$477 ,31
Andria Kimpton,New Zealand   ,Fruit & Nut Bars,14/9/2023,"$2,372 ",377
Camilla Castle,India,Drinking Coco,14/9/2023,"$6,689 ",314
Andria Kimpton,New Zealand ,Baker's Choco Chips,14/9/2023,"$7,652 ",994
Kelci Walkden,UK  ,Milk Bars,14/9/2023,$50 ,171
Camilla Castle,Australia  ,Spicy Special Slims,14/9/2023,"$8,897 ",137
Marney O'Breen,Canada  ,White Choc,14/9/2023,"$1,611 ",875
Oby Sorrel,Australia,Caramel Stuffed Bars,14/9/2023,"$8,775 ",27
Gigi Bohling,USA ,99% Dark & Pure,14/9/2023,"$2,257 ",316
Curtice Advani,Canada   ,Milk Bars,14/9/2023,"$3,877 ",487
Wilone O'Kielt,UK  ,99% Dark & Pure,14/9/2023,"$11,660 ",220
Barr Faughny,Australia  ,Drinking Coco,14/9/2023,"$7,000 ",211
Dotty Strutley,Canada ,85% Dark Bars,14/9/2023,"$7,247 ",248
Jehu Rudeforth,UK ,Eclairs,14/9/2023,"$3,479 ",19
Jan Morforth,India ,Fruit & Nut Bars,14/9/2023,"$11,187 ",571
Andria Kimpton,Canada  ,Peanut Butter Cubes,14/9/2023,"$10,820 ",119
Madelene Upcott,USA   ,Smooth Silky Salty,14/9/2023,"$5,942 ",1014
Brien Boise,New Zealand ,Raspberry Choco,15/9/2023,"$2,936 ",307
Ches Bonnell,Australia,Caramel Stuffed Bars,15/9/2023,"$12,564 ",226
Van Tuxwell,Australia   ,Spicy Special Slims,15/9/2023,"$7,961 ",84
Wilone O'Kielt,USA ,Baker's Choco Chips,15/9/2023,"$11,039 ",47
Ches Bonnell,New Zealand  ,99% Dark & Pure,15/9/2023,"$2,954 ",229
Andria Kimpton,Australia,White Choc,15/9/2023,"$6,746 ",179
Camilla Castle,Australia   ,Drinking Coco,15/9/2023,"$6,759 ",180
Jehu Rudeforth,New Zealand,50% Dark Bites,15/9/2023,"$2,743 ",37
Husein Augar,New Zealand,Fruit & Nut Bars,15/9/2023,"$6,026 ",1484
Mallorie Waber,UK ,85% Dark Bars,15/9/2023,$628 ,332
Barr Faughny,USA  ,Raspberry Choco,15/9/2023,"$12,200 ",343
Dennison Crosswaite,Canada,White Choc,15/9/2023,"$4,426 ",354
Madelene Upcott,New Zealand  ,Organic Choco Syrup,15/9/2023,"$7,751 ",21
Kelci Walkden,India,Drinking Coco,15/9/2023,"$5,490 ",376
Beverie Moffet,Canada  ,After Nines,15/9/2023,"$4,199 ",41
Van Tuxwell,New Zealand  ,Fruit & Nut Bars,15/9/2023,"$4,910 ",181
Karlen McCaffrey,India   ,Smooth Silky Salty,15/9/2023,$756 ,581
Beverie Moffet,New Zealand ,50% Dark Bites,15/9/2023,"$10,350 ",320
Camilla Castle,USA  ,85% Dark Bars,15/9/2023,"$2,567 ",592
Rafaelita Blaksland,UK   ,Organic Choco Syrup,15/9/2023,"$3,076 ",263
Madelene Upcott,Australia,White Choc,15/9/2023,"$8,372 ",58
Dotty Strutley,UK  ,Caramel Stuffed Bars,15/9/2023,$374 ,1722
Karlen McCaffrey,Australia   ,Raspberry Choco,15/9/2023,"$6,989 ",226
Rafaelita Blaksland,USA,Drinking Coco,15/9/2023,"$6,361 ",160
Oby Sorrel,India   ,Spicy Special Slims,15/9/2023,$284 ,36
Curtice Advani,USA   ,Peanut Butter Cubes,15/9/2023,"$6,152 ",41
Camilla Castle,New Zealand   ,Eclairs,15/9/2023,$736 ,708
Oby Sorrel,USA  ,Raspberry Choco,15/9/2023,$189 ,147
Brien Boise,New Zealand,Almond Choco,15/9/2023,"$13,511 ",592
Wilone O'Kielt,New Zealand   ,50% Dark Bites,15/9/2023,"$3,305 ",2
Van Tuxwell,UK,99% Dark & Pure,18/9/2023,"$5,549 ",443
Barr Faughny,New Zealand,50% Dark Bites,18/9/2023,"$7,578 ",344
Jehu Rudeforth,India   ,Organic Choco Syrup,18/9/2023,"$6,689 ",257
Jan Morforth,Australia ,Fruit & Nut Bars,18/9/2023,"$6,656 ",199
Van Tuxwell,Australia   ,Orange Choco,18/9/2023,"$10,649 ",395
Marney O'Breen,Australia ,Raspberry Choco,18/9/2023,"$5,450 ",83
Marney O'Breen,India   ,85% Dark Bars,18/9/2023,"$5,387 ",362
Mallorie Waber,New Zealand ,Eclairs,18/9/2023,"$4,516 ",18
Madelene Upcott,India  ,70% Dark Bites,18/9/2023,"$1,445 ",919
Barr Faughny,India   ,Eclairs,18/9/2023,"$1,253 ",135
Jehu Rudeforth,India   ,50% Dark Bites,18/9/2023,$828 ,130
Husein Augar,India ,Fruit & Nut Bars,18/9/2023,"$9,788 ",84
Dotty Strutley,India   ,White Choc,18/9/2023,"$4,374 ",351
Gigi Bohling,India  ,Caramel Stuffed Bars,18/9/2023,"$4,986 ",621
Rafaelita Blaksland,Australia ,Smooth Silky Salty,19/9/2023,"$6,865 ",131
Rafaelita Blaksland,India   ,After Nines,19/9/2023,"$4,318 ",62
Rafaelita Blaksland,USA  ,After Nines,19/9/2023,"$5,378 ",350
Dotty Strutley,India  ,After Nines,19/9/2023,"$7,889 ",383
Jehu Rudeforth,New Zealand,Raspberry Choco,19/9/2023,$277 ,196
Curtice Advani,USA,Caramel Stuffed Bars,19/9/2023,"$10,222 ",322
Gigi Bohling,Australia ,Milk Bars,19/9/2023,"$7,506 ",166
Oby Sorrel,UK,Milk Bars,19/9/2023,$927 ,55
Van Tuxwell,Australia,Almond Choco,19/9/2023,"$5,261 ",476
Dennison Crosswaite,Canada   ,Peanut Butter Cubes,19/9/2023,"$3,746 ",39
Madelene Upcott,UK   ,After Nines,19/9/2023,"$4,739 ",484
Jan Morforth,India   ,85% Dark Bars,19/9/2023,"$10,330 ",111
Roddy Speechley,Australia,Caramel Stuffed Bars,19/9/2023,"$2,842 ",17
Karlen McCaffrey,Canada ,Drinking Coco,19/9/2023,"$4,302 ",126
Dotty Strutley,New Zealand ,Manuka Honey Choco,19/9/2023,"$4,345 ",247
Mallorie Waber,USA,Fruit & Nut Bars,19/9/2023,"$3,042 ",707
Karlen McCaffrey,New Zealand ,Smooth Silky Salty,19/9/2023,"$11,340 ",75
Beverie Moffet,Canada,99% Dark & Pure,20/9/2023,$317 ,174
Ches Bonnell,Canada ,Fruit & Nut Bars,20/9/2023,"$4,457 ",877
Karlen McCaffrey,Australia,Organic Choco Syrup,20/9/2023,"$1,829 ",82
Gunar Cockshoot,New Zealand   ,Raspberry Choco,20/9/2023,"$5,229 ",10
Dotty Strutley,New Zealand  ,Raspberry Choco,20/9/2023,"$8,908 ",1662
Dennison Crosswaite,USA  ,50% Dark Bites,20/9/2023,"$10,703 ",17
Rafaelita Blaksland,Australia   ,Raspberry Choco,20/9/2023,"$4,685 ",135
Camilla Castle,India   ,After Nines,20/9/2023,"$13,509 ",173
Jan Morforth,UK ,White Choc,20/9/2023,"$3,987 ",404
Mallorie Waber,India  ,Organic Choco Syrup,20/9/2023,"$5,551 ",531
Madelene Upcott,New Zealand   ,85% Dark Bars,20/9/2023,"$2,680 ",228
Jehu Rudeforth,UK   ,Baker's Choco Chips,20/9/2023,"$9,428 ",135
Curtice Advani,Canada   ,Peanut Butter Cubes,20/9/2023,"$6,588 ",756
Andria Kimpton,New Zealand   ,Peanut Butter Cubes,20/9/2023,"$12,179 ",370
Marney O'Breen,New Zealand ,Choco Coated Almonds,20/9/2023,"$4,518 ",111
Jan Morforth,Canada  ,Fruit & Nut Bars,20/9/2023,"$9,099 ",479
Karlen McCaffrey,Canada ,Drinking Coco,20/9/2023,"$7,729 ",529
Rafaelita Blaksland,India,Spicy Special Slims,20/9/2023,"$4,232 ",73
Rafaelita Blaksland,India  ,Fruit & Nut Bars,20/9/2023,$560 ,563
Kaine Padly,Australia   ,50% Dark Bites,20/9/2023,"$5,459 ",28
Dennison Crosswaite,India   ,Almond Choco,20/9/2023,"$10,049 ",406
Camilla Castle,USA   ,99% Dark & Pure,20/9/2023,"$8,246 ",280
Wilone O'Kielt,New Zealand   ,99% Dark & Pure,20/9/2023,"$9,266 ",454
Camilla Castle,Canada   ,Mint Chip Choco,20/9/2023,"$2,581 ",46
Roddy Speechley,UK  ,Choco Coated Almonds,20/9/2023,"$2,048 ",645
Brien Boise,USA  ,Eclairs,20/9/2023,"$4,464 ",76
Roddy Speechley,New Zealand ,Orange Choco,20/9/2023,"$7,976 ",59
Karlen McCaffrey,Australia ,Smooth Silky Salty,20/9/2023,"$12,134 ",420
Kelci Walkden,Australia,Choco Coated Almonds,20/9/2023,"$1,051 ",72
Mallorie Waber,UK,Organic Choco Syrup,20/9/2023,"$3,443 ",286
Mallorie Waber,USA  ,Eclairs,20/9/2023,"$1,613 ",431
Kelci Walkden,UK   ,Manuka Honey Choco,20/9/2023,"$8,015 ",274
Jan Morforth,India   ,White Choc,20/9/2023,"$1,355 ",110
Gigi Bohling,New Zealand  ,70% Dark Bites,20/9/2023,"$2,021 ",53
Dotty Strutley,USA   ,Drinking Coco,20/9/2023,"$5,112 ",190
Dennison Crosswaite,UK,Almond Choco,21/9/2023,"$13,093 ",284
Karlen McCaffrey,India,Drinking Coco,21/9/2023,$101 ,849
Rafaelita Blaksland,India ,Fruit & Nut Bars,21/9/2023,"$9,968 ",179
Kaine Padly,New Zealand   ,Choco Coated Almonds,21/9/2023,"$1,627 ",850
Barr Faughny,UK   ,Manuka Honey Choco,21/9/2023,"$14,749 ",214
Karlen McCaffrey,UK  ,White Choc,21/9/2023,"$2,516 ",95
Marney O'Breen,UK  ,Almond Choco,21/9/2023,"$1,845 ",254
Mallorie Waber,UK,Almond Choco,21/9/2023,"$9,466 ",591
Mallorie Waber,India   ,Smooth Silky Salty,21/9/2023,"$4,698 ",1008
Ches Bonnell,USA  ,Fruit & Nut Bars,21/9/2023,"$5,056 ",547
Mallorie Waber,Australia,Smooth Silky Salty,21/9/2023,"$10,139 ",382
Beverie Moffet,Australia  ,Spicy Special Slims,21/9/2023,"$8,375 ",10
Ches Bonnell,New Zealand,Smooth Silky Salty,21/9/2023,"$3,992 ",5
Gigi Bohling,India ,99% Dark & Pure,21/9/2023,"$9,513 ",35
Husein Augar,India ,Drinking Coco,21/9/2023,"$6,109 ",713
Madelene Upcott,New Zealand ,Drinking Coco,21/9/2023,"$5,058 ",255
Karlen McCaffrey,New Zealand ,Orange Choco,21/9/2023,"$8,710 ",287
Rafaelita Blaksland,New Zealand ,Eclairs,21/9/2023,"$2,693 ",92
Mallorie Waber,Canada  ,85% Dark Bars,21/9/2023,"$1,604 ",489
Jehu Rudeforth,India ,Milk Bars,21/9/2023,"$6,536 ",69
Mallorie Waber,Australia   ,Milk Bars,21/9/2023,"$6,377 ",658
Curtice Advani,New Zealand,Peanut Butter Cubes,21/9/2023,"$2,907 ",47
Mallorie Waber,Australia ,70% Dark Bites,22/9/2023,$7 ,61
Andria Kimpton,USA  ,Fruit & Nut Bars,22/9/2023,"$4,039 ",807
Kelci Walkden,Canada   ,Organic Choco Syrup,22/9/2023,"$8,834 ",268
Madelene Upcott,USA  ,70% Dark Bites,22/9/2023,"$3,870 ",25
Gunar Cockshoot,India ,Fruit & Nut Bars,22/9/2023,$263 ,145
Madelene Upcott,New Zealand,Orange Choco,22/9/2023,"$4,545 ",354
Jehu Rudeforth,Canada  ,Smooth Silky Salty,22/9/2023,"$1,366 ",685
Marney O'Breen,Canada,Drinking Coco,22/9/2023,"$3,888 ",679
Wilone O'Kielt,New Zealand  ,White Choc,22/9/2023,"$9,446 ",495
Andria Kimpton,India   ,Fruit & Nut Bars,22/9/2023,"$1,301 ",26
Ches Bonnell,UK  ,Orange Choco,22/9/2023,"$9,252 ",438
Van Tuxwell,Australia,Choco Coated Almonds,22/9/2023,$376 ,224
Jan Morforth,USA ,Drinking Coco,22/9/2023,"$3,825 ",159
Karlen McCaffrey,Australia ,50% Dark Bites,22/9/2023,"$4,896 ",70
Jan Morforth,UK   ,99% Dark & Pure,22/9/2023,"$8,964 ",132
Kaine Padly,New Zealand   ,Caramel Stuffed Bars,22/9/2023,"$2,140 ",259
Dennison Crosswaite,India,Eclairs,22/9/2023,"$1,103 ",552
Van Tuxwell,Canada,Caramel Stuffed Bars,25/9/2023,"$4,959 ",205
Andria Kimpton,UK ,Eclairs,25/9/2023,"$8,872 ",626
Gunar Cockshoot,Canada ,Manuka Honey Choco,25/9/2023,"$19,550 ",74
Dennison Crosswaite,India ,Smooth Silky Salty,25/9/2023,"$7,913 ",86
Karlen McCaffrey,USA  ,After Nines,25/9/2023,"$4,037 ",105
Rafaelita Blaksland,USA,Raspberry Choco,25/9/2023,"$3,269 ",336
Gunar Cockshoot,USA   ,After Nines,25/9/2023,"$6,048 ",168
Andria Kimpton,India,Eclairs,25/9/2023,"$4,023 ",217
Jan Morforth,Canada ,Raspberry Choco,25/9/2023,$646 ,50
Gigi Bohling,New Zealand ,Fruit & Nut Bars,25/9/2023,"$4,597 ",1085
Roddy Speechley,New Zealand  ,Drinking Coco,25/9/2023,"$8,379 ",183
Dotty Strutley,USA   ,Manuka Honey Choco,25/9/2023,"$12,281 ",102
Jan Morforth,India,Drinking Coco,25/9/2023,"$6,867 ",280
Beverie Moffet,UK   ,Manuka Honey Choco,25/9/2023,"$5,690 ",205
Dennison Crosswaite,New Zealand ,Eclairs,25/9/2023,"$4,219 ",369
Andria Kimpton,UK ,Smooth Silky Salty,25/9/2023,"$8,352 ",156
Rafaelita Blaksland,India,99% Dark & Pure,25/9/2023,"$7,004 ",59
Gunar Cockshoot,New Zealand ,After Nines,25/9/2023,"$2,567 ",51
Mallorie Waber,Canada  ,Caramel Stuffed Bars,25/9/2023,"$1,928 ",1138
Brien Boise,India  ,Raspberry Choco,25/9/2023,"$1,463 ",652
Mallorie Waber,New Zealand ,Manuka Honey Choco,25/9/2023,"$4,277 ",546
Mallorie Waber,Canada   ,Orange Choco,25/9/2023,"$7,097 ",222
Brien Boise,Canada ,Mint Chip Choco,25/9/2023,$536 ,394
Jan Morforth,Australia   ,Smooth Silky Salty,25/9/2023,"$10,980 ",317
Barr Faughny,Australia   ,White Choc,25/9/2023,"$4,309 ",224
Andria Kimpton,UK   ,Mint Chip Choco,25/9/2023,"$1,863 ",355
Brien Boise,Australia  ,Organic Choco Syrup,25/9/2023,"$6,307 ",632
Marney O'Breen,New Zealand,White Choc,25/9/2023,"$7,785 ",17
Oby Sorrel,USA ,99% Dark & Pure,26/9/2023,"$16,027 ",363
Ches Bonnell,USA ,Milk Bars,26/9/2023,$317 ,139
Dennison Crosswaite,Australia  ,Raspberry Choco,26/9/2023,$142 ,156
Jehu Rudeforth,India   ,50% Dark Bites,26/9/2023,"$2,925 ",1360
Madelene Upcott,USA  ,Milk Bars,26/9/2023,"$10,341 ",26
Gunar Cockshoot,New Zealand,Baker's Choco Chips,26/9/2023,"$8,460 ",273
Rafaelita Blaksland,Australia  ,White Choc,26/9/2023,"$9,677 ",371
Madelene Upcott,USA   ,Manuka Honey Choco,26/9/2023,"$1,035 ",420
Roddy Speechley,Australia,Almond Choco,26/9/2023,$128 ,222
Dotty Strutley,Australia ,Caramel Stuffed Bars,26/9/2023,"$5,373 ",361
Ches Bonnell,Australia   ,Baker's Choco Chips,26/9/2023,"$5,735 ",754
Andria Kimpton,India,85% Dark Bars,26/9/2023,"$15,579 ",471
Kelci Walkden,UK,After Nines,26/9/2023,"$11,432 ",12
Karlen McCaffrey,USA,50% Dark Bites,27/9/2023,$360 ,116
Kelci Walkden,Canada   ,Caramel Stuffed Bars,27/9/2023,"$6,865 ",28
